source	rule	target	mapping	evidence_scope	source_metadata	guard_and_priority	native_dependencies
lib/conformance.maude	p3109-conformance-034	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-035	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-036	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-037	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	validCode(F, C) /\ internalFormat(F) /\ IsFinite(F, C) /\ SignednessOf(F) == Unsigned	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-038	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	validCode(F, C) /\ internalFormat(F) /\ IsFinite(F, C) /\ SignednessOf(F) == Signed /\ not IsSignMinus(F, C)	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-039	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	validCode(F, C) /\ internalFormat(F) /\ IsFinite(F, C) /\ IsSignMinus(F, C)	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-040	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	validCode(F, C) /\ validCode(F, D) /\ IsNaN(F, C) =/= IsNaN(F, D)	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-041	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	validCode(F, C) /\ validCode(F, D) /\ IsNaN(F, C) /\ IsNaN(F, D)	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-042	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	validCode(F, C) /\ validCode(F, D) /\ IsInfinite(F, C) /\ IsInfinite(F, D) /\ IsSignMinus(F, C) == IsSignMinus(F, D)	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-043	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	validCode(F, C) /\ validCode(F, D) /\ not IsNaN(F, C) /\ not IsNaN(F, D) /\ (IsInfinite(F, C) or IsInfinite(F, D)) /\ not (IsInfinite(F, C) and IsInfinite(F, D) and IsSignMinus(F, C) == IsSignMinus(F, D))	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-044	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	validCode(F, C) /\ validCode(F, D) /\ IsFinite(F, C) /\ IsFinite(F, D)	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-045	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-046	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-047	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-048	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-049	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-050	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-051	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-052	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-053	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-054	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-055	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-056	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
lib/conformance.maude	p3109-conformance-057	src/conformance.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=4.4-4.6; page=21-24	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; STRING; P3109-SEQUENCE{FormatElt} * (sort Seq{FormatElt} to FormatSeq, op nil to fnil, op cons to fcons); P3109-SEQUENCE{KappaPartElt} * (sort Seq{KappaPartElt} to KappaPartSeq, op nil to knil, op cons to kcons); P3109-SEQUENCE{CodeSeqElt} * (sort Seq{CodeSeqElt} to PartitionSeq, op nil to pnil, op cons to pcons); P3109-SEQUENCE{DeclarationElt} * (sort Seq{DeclarationElt} to DeclarationSeq, op nil to dnil, op cons to dcons); P3109-SEQUENCE{SpecializationElt} * (sort Seq{SpecializationElt} to SpecializationSeq, op nil to snil, op cons to scons); P3109-CONFORMANCE-DATA; P3109-PREDICATES; P3109-SEQUENCE{ObservationElt} * (sort Seq{ObservationElt} to ObservationSeq, op nil to onil, op cons to ocons); P3109-SEQUENCE{ArityEntryElt} * (sort Seq{ArityEntryElt} to ArityTable, op nil to anil, op cons to acons)
